model,rmse,mae,r2,smape
Cat,0.8603179744677278,0.6959294342650316,0.09885434766748324,26.819211421632055
Linear,0.8869192146913129,0.711032207536984,0.042265513276925515,27.37165670602874
RF,0.9239280740175327,0.7397388966646139,-0.039329670573706954,28.324458459930018
XGB,0.943215935653628,0.7528376153994638,-0.08317657078701512,28.845037139724905
LGBM,0.9567394364018561,0.7733086155640716,-0.11445965241013822,29.656055459092357
